emp	ABHD14A	658	missense	[2,1,1,2,2,12,5,3]
kin	ABHD14A	658	missense	[1,2,1,1]
emp	ABHD14B	630	synonymous	[]
kin	ABHD14B	630	synonymous	[2]
emp	ABHD14B	630	missense	[1]
kin	ABHD14B	630	missense	[]
emp	ABHD15	1459	synonymous	[2,1,14,1]
kin	ABHD15	1459	synonymous	[1,3,3,17,8,3]
emp	ABHD15	1459	missense	[1,1,4,1,2]
kin	ABHD15	1459	missense	[2,2,1,2,2,3]
emp	ABHD17A	902	synonymous	[1,3,4,4,3,2,2,3,2,6,14]
kin	ABHD17A	902	synonymous	[13,3,3,4]
emp	ABHD17A	902	missense	[1]
kin	ABHD17A	902	missense	[2]
emp	ABHD17C	930	synonymous	[1,5,3]
kin	ABHD17C	930	synonymous	[3,2,1,10]
emp	ABHD17C	930	missense	[]
kin	ABHD17C	930	missense	[]
emp	ABHD18	1383	synonymous	[4,3,3]
kin	ABHD18	1383	synonymous	[16,1,2]
emp	ABHD18	1383	missense	[1,1,1,1]
kin	ABHD18	1383	missense	[1,1]
emp	ABHD2	1272	synonymous	[11,4,8,2]
kin	ABHD2	1272	synonymous	[15,1,21,4,7,36]
emp	ABHD2	1272	missense	[1]
kin	ABHD2	1272	missense	[]
emp	ABHD3	1176	synonymous	[6,2]
kin	ABHD3	1176	synonymous	[5,1]
emp	ABHD3	1176	missense	[5,2,1]
kin	ABHD3	1176	missense	[5]
emp	ABHD5	921	synonymous	[33,46,46]
kin	ABHD5	921	synonymous	[]
emp	ABHD5	921	missense	[1]
kin	ABHD5	921	missense	[]
emp	ABHD6	1006	synonymous	[9,2]
kin	ABHD6	1006	synonymous	[2,1,3,1,1,2]
emp	ABHD6	1006	missense	[2,1]
kin	ABHD6	1006	missense	[]
emp	ABHD8	1289	synonymous	[2,4,1,5,2,1,1,3,5,5,1,3,6,5]
kin	ABHD8	1289	synonymous	[2,3,4]
emp	ABHD8	1289	missense	[]
kin	ABHD8	1289	missense	[1]
emp	ABI1	1261	synonymous	[1,1,2]
kin	ABI1	1261	synonymous	[8]
emp	ABI1	1261	missense	[]
kin	ABI1	1261	missense	[]
emp	ABI2	1191	synonymous	[3,2]
kin	ABI2	1191	synonymous	[1,1,1,1]
emp	ABI2	1191	missense	[]
kin	ABI2	1191	missense	[]
emp	ABI3	1090	synonymous	[5,1,2,3,39,15,1]
kin	ABI3	1090	synonymous	[1,6,8,12]
emp	ABI3	1090	missense	[16,4]
kin	ABI3	1090	missense	[]
emp	ABI3BP	4825	synonymous	[1,7,31,1,1,3,21,1,2]
kin	ABI3BP	4825	synonymous	[3,4,1]
emp	ABI3BP	4825	missense	[6,1,35,15,36,1]
kin	ABI3BP	4825	missense	[33,3,11,11,1,1,1,1,2]
emp	ABL1	3424	synonymous	[2,1,4,1,17,2,1,1,6,1]
kin	ABL1	3424	synonymous	[1,1,2,1,7,1,2]
emp	ABL1	3424	missense	[3,4,1]
kin	ABL1	3424	missense	[43]
emp	ABL2	3415	synonymous	[3,2,2]
kin	ABL2	3415	synonymous	[1,1,1,2,3,1,1,1,1,10,1,3,1]
emp	ABL2	3415	missense	[4]
kin	ABL2	3415	missense	[1,1,1,1,3,2]
emp	ABLIM1	2041	synonymous	[1,25,2,6,2]
kin	ABLIM1	2041	synonymous	[]
emp	ABLIM1	2041	missense	[]
kin	ABLIM1	2041	missense	[2,1]
emp	ABLIM2	2123	synonymous	[1,1,7,1,1,5]
kin	ABLIM2	2123	synonymous	[18]
emp	ABLIM2	2123	missense	[2]
kin	ABLIM2	2123	missense	[2,1,1]
emp	ABLIM3	2017	synonymous	[5,1,4,2,7]
kin	ABLIM3	2017	synonymous	[1,1,1,7,4]
emp	ABLIM3	2017	missense	[1,1,1]
kin	ABLIM3	2017	missense	[1]
emp	ABR	2431	synonymous	[14,1,1,5,1,9,2,4,1]
kin	ABR	2431	synonymous	[1,3,1,29,2,10,1]
emp	ABR	2431	missense	[1]
kin	ABR	2431	missense	[]
emp	ABRA	1228	synonymous	[4,1,1]
kin	ABRA	1228	synonymous	[2,3,34,2,2]
emp	ABRA	1228	missense	[22,1,1,3,1,2,2,1,6]
kin	ABRA	1228	missense	[1,1,3,2,2,32,6]
emp	ABRACL	244	synonymous	[1,2]
kin	ABRACL	244	synonymous	[10]
emp	ABRACL	244	missense	[6]
kin	ABRACL	244	missense	[1]
emp	ABTB1	1446	synonymous	[5,1,44,4]
kin	ABTB1	1446	synonymous	[1,8,11]
emp	ABTB1	1446	missense	[]
kin	ABTB1	1446	missense	[2]
emp	ABTB2	3037	synonymous	[23,1,1,4,6,1,39,5,3,1,2]
kin	ABTB2	3037	synonymous	[2,2,1,1,27,1,15,1,2,1,14,1,1,1]
emp	ABTB2	3037	missense	[2,4,1,1,1]
kin	ABTB2	3037	missense	[2,1,5,1]
emp	ACAA1	1060	synonymous	[2,1,1]
kin	ACAA1	1060	synonymous	[2,5,1,1,1,8,1,1]
emp	ACAA1	1060	missense	[3,2,2]
kin	ACAA1	1060	missense	[2]
emp	ACAA2	1304	synonymous	[35,5,1,3,22,41,5]
kin	ACAA2	1304	synonymous	[23,3,1,2]
emp	ACAA2	1304	missense	[1,2,1,2]
kin	ACAA2	1304	missense	[1,4,4,1,1]
emp	ACACA	7042	synonymous	[3,6,7,8,2,3,8,4,2,1,1,2,12,3,16,12,23,1,2,4,1,1,1,1]
kin	ACACA	7042	synonymous	[4,1,1,3,7,1,2,33,3,2,7,1,2,11,1]
emp	ACACA	7042	missense	[1]
kin	ACACA	7042	missense	[8]
emp	ACACB	7091	synonymous	[15,2,4,3,2,1,1,18,1,7,26,1,1,2,43,1,5,5,1,1,3,3,3,15,3,1,1,8,1,4,14,2,41,3,1,6,5,1,2,3,3,1,5,4,1,9,5,1,2,8,1,13,2,9,4]
kin	ACACB	7091	synonymous	[1,3,34,1,1,23,6,7,46,1,3,1,1,1,1,5,1,2,5,15,8,1,3,13,1,1,11,5,6,4,9,4,2,1,2]
emp	ACACB	7091	missense	[1,2,2,1,1,1,1,7]
kin	ACACB	7091	missense	[20,1,3,4,1,1,1,1,3,2]
emp	ACAD10	2265	synonymous	[3,5,8,4,1,1,2,1]
kin	ACAD10	2265	synonymous	[12,16,23,1,23,1,20,3,3]
emp	ACAD10	2265	missense	[13,4,3,2,22,4,3,1,1,10,4,4,2]
kin	ACAD10	2265	missense	[18,2,4,12,12,2,1,2,1,1,3]
emp	ACAD11	2272	synonymous	[1,3,40,1,1,7,4,1,1,1,5,1]
